variant,seed,method_id,method_key,agent_id,step_index,time,x_m,y_m
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,1,69,1.1666666666666667,4.21697527872711,0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,0,70,1.1833333333333333,-3.9100284393235576,-0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,1,70,1.1833333333333333,4.195892177561475,0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,0,71,1.2,-3.884919088323585,-0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,1,71,1.2,4.174809076395839,0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,0,72,1.2166666666666666,-3.859809737323612,-0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,1,72,1.2166666666666666,4.153725975230203,0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,0,73,1.2333333333333334,-3.8347003863236395,-0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,1,73,1.2333333333333334,4.132642874064567,0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,0,74,1.25,-3.809591035323667,-0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,1,74,1.25,4.111559772898931,0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,0,75,1.2666666666666666,-3.784481684323694,-0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,1,75,1.2666666666666666,4.090476671733295,0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,0,76,1.2833333333333332,-3.7593723333237214,-0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,1,76,1.2833333333333332,4.06939357056766,0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,0,77,1.3,-3.7342629823237488,-0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,1,77,1.3,4.048310469402024,0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,0,78,1.3166666666666667,-3.709153631323776,-0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,1,78,1.3166666666666667,4.027227368236388,0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,0,79,1.3333333333333333,-3.6840442803238034,-0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,1,79,1.3333333333333333,4.006144267070752,0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,0,80,1.35,-3.6589349293238307,-0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,1,80,1.35,3.9850611659051163,0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,0,81,1.3666666666666667,-3.633825578323858,-0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,1,81,1.3666666666666667,3.9639780647394804,0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,0,82,1.3833333333333333,-3.6087162273238853,-0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,1,82,1.3833333333333333,3.9428949635738446,0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,0,83,1.4,-3.5836068763239126,-0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,1,83,1.4,3.921811862408209,0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,0,84,1.4166666666666667,-3.55849752532394,-0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,1,84,1.4166666666666667,3.900728761242573,0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,0,85,1.4333333333333333,-3.5333881743239672,-0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,1,85,1.4333333333333333,3.879645660076937,0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,0,86,1.45,-3.5082788233239945,-0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,1,86,1.45,3.8585625589113013,0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,0,87,1.4666666666666666,-3.483169472324022,-0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,1,87,1.4666666666666666,3.8374794577456655,0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,0,88,1.4833333333333334,-3.458060121324049,-0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,1,88,1.4833333333333334,3.8163963565800296,0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,0,89,1.5,-3.4329507703240765,-0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,1,89,1.5,3.795313255414394,0.0696612748131156
head_on,1000,conditioned_riemannian_metric_v1,conditioned_riemannian_metric_v1--45386d3d5316,0,90,1.5166666666666666,-3.407841419324104,-0.0696612748131156
