family,methodId,methodKey,engineId,upstreamCommit,metric,unit,estimator,estimate,contributingScenarios,freezeManifestSha256
bidirectional,orca_rvo2_v1,orca_rvo2_v1--1ab544afd1fc,orca_rvo2_engine_v1,b577921d2bc1281a6b721c2d4778f397d37da97d,correction_ratio,ratio,median,0,30,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
bottleneck,orca_rvo2_v1,orca_rvo2_v1--1ab544afd1fc,orca_rvo2_engine_v1,b577921d2bc1281a6b721c2d4778f397d37da97d,success_fraction,fraction,mean,0.009970238095238096,30,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
bottleneck,orca_rvo2_v1,orca_rvo2_v1--1ab544afd1fc,orca_rvo2_engine_v1,b577921d2bc1281a6b721c2d4778f397d37da97d,pre_correction_overlap_exposure,pair-s per agent-s,mean,0.26866877480158713,30,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
bottleneck,orca_rvo2_v1,orca_rvo2_v1--1ab544afd1fc,orca_rvo2_engine_v1,b577921d2bc1281a6b721c2d4778f397d37da97d,maximum_pre_correction_penetration,m,median,0.019959890734405517,30,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
bottleneck,orca_rvo2_v1,orca_rvo2_v1--1ab544afd1fc,orca_rvo2_engine_v1,b577921d2bc1281a6b721c2d4778f397d37da97d,normalized_travel_time,ratio conditional on success,median,1.4144932310136518,30,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
bottleneck,orca_rvo2_v1,orca_rvo2_v1--1ab544afd1fc,orca_rvo2_engine_v1,b577921d2bc1281a6b721c2d4778f397d37da97d,path_ratio,path length / straight-line distance,median,0.9151879238114258,30,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
bottleneck,orca_rvo2_v1,orca_rvo2_v1--1ab544afd1fc,orca_rvo2_engine_v1,b577921d2bc1281a6b721c2d4778f397d37da97d,rms_acceleration,m/s^2,median,1.173620192434015,30,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
bottleneck,orca_rvo2_v1,orca_rvo2_v1--1ab544afd1fc,orca_rvo2_engine_v1,b577921d2bc1281a6b721c2d4778f397d37da97d,rms_jerk,m/s^3,median,68.55759874788993,30,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
bottleneck,orca_rvo2_v1,orca_rvo2_v1--1ab544afd1fc,orca_rvo2_engine_v1,b577921d2bc1281a6b721c2d4778f397d37da97d,correction_ratio,ratio,median,0,30,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
bottleneck,orca_rvo2_v1,orca_rvo2_v1--1ab544afd1fc,orca_rvo2_engine_v1,b577921d2bc1281a6b721c2d4778f397d37da97d,throughput,agents/s,mean,0.055833333333333325,30,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
pairwise,social_force_pysocialforce_v1,social_force_pysocialforce_v1--a27575969af7,pysocialforce_engine_v1,8c81cd1ed5db8d0e933417cec77954aa967d4459,success_fraction,fraction,mean,1,200,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
pairwise,social_force_pysocialforce_v1,social_force_pysocialforce_v1--a27575969af7,pysocialforce_engine_v1,8c81cd1ed5db8d0e933417cec77954aa967d4459,pre_correction_overlap_exposure,pair-s per agent-s,mean,0.07806111111111128,200,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
pairwise,social_force_pysocialforce_v1,social_force_pysocialforce_v1--a27575969af7,pysocialforce_engine_v1,8c81cd1ed5db8d0e933417cec77954aa967d4459,maximum_pre_correction_penetration,m,median,0.1992574343250782,200,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
pairwise,social_force_pysocialforce_v1,social_force_pysocialforce_v1--a27575969af7,pysocialforce_engine_v1,8c81cd1ed5db8d0e933417cec77954aa967d4459,normalized_travel_time,ratio conditional on success,median,0.7787575643321116,200,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
pairwise,social_force_pysocialforce_v1,social_force_pysocialforce_v1--a27575969af7,pysocialforce_engine_v1,8c81cd1ed5db8d0e933417cec77954aa967d4459,path_ratio,path length / straight-line distance,median,1.010668602055844,200,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
pairwise,social_force_pysocialforce_v1,social_force_pysocialforce_v1--a27575969af7,pysocialforce_engine_v1,8c81cd1ed5db8d0e933417cec77954aa967d4459,rms_acceleration,m/s^2,median,3.5304722468738263,200,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
pairwise,social_force_pysocialforce_v1,social_force_pysocialforce_v1--a27575969af7,pysocialforce_engine_v1,8c81cd1ed5db8d0e933417cec77954aa967d4459,rms_jerk,m/s^3,median,211.54847477577061,200,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
pairwise,social_force_pysocialforce_v1,social_force_pysocialforce_v1--a27575969af7,pysocialforce_engine_v1,8c81cd1ed5db8d0e933417cec77954aa967d4459,correction_ratio,ratio,median,0,200,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
pairwise,social_force_pysocialforce_v1,social_force_pysocialforce_v1--a27575969af7,pysocialforce_engine_v1,8c81cd1ed5db8d0e933417cec77954aa967d4459,avoidance_onset_rate,fraction,mean,0.3825,200,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
pairwise,social_force_pysocialforce_v1,social_force_pysocialforce_v1--a27575969af7,pysocialforce_engine_v1,8c81cd1ed5db8d0e933417cec77954aa967d4459,ttc_at_onset,s,median,,90,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
pairwise,social_force_pysocialforce_v1,social_force_pysocialforce_v1--a27575969af7,pysocialforce_engine_v1,8c81cd1ed5db8d0e933417cec77954aa967d4459,minimum_pre_correction_physical_clearance,m,median,0.0323201623588176,200,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
pairwise,social_force_pysocialforce_v1,social_force_pysocialforce_v1--a27575969af7,pysocialforce_engine_v1,8c81cd1ed5db8d0e933417cec77954aa967d4459,minimum_post_correction_physical_clearance,m,median,0.0323201623588176,200,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
circle_antipodal,social_force_pysocialforce_v1,social_force_pysocialforce_v1--a27575969af7,pysocialforce_engine_v1,8c81cd1ed5db8d0e933417cec77954aa967d4459,success_fraction,fraction,mean,1,30,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
circle_antipodal,social_force_pysocialforce_v1,social_force_pysocialforce_v1--a27575969af7,pysocialforce_engine_v1,8c81cd1ed5db8d0e933417cec77954aa967d4459,pre_correction_overlap_exposure,pair-s per agent-s,mean,0.20340666666666615,30,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
circle_antipodal,social_force_pysocialforce_v1,social_force_pysocialforce_v1--a27575969af7,pysocialforce_engine_v1,8c81cd1ed5db8d0e933417cec77954aa967d4459,maximum_pre_correction_penetration,m,median,0.5687865900502526,30,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
circle_antipodal,social_force_pysocialforce_v1,social_force_pysocialforce_v1--a27575969af7,pysocialforce_engine_v1,8c81cd1ed5db8d0e933417cec77954aa967d4459,normalized_travel_time,ratio conditional on success,median,0.8994767710103714,30,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
circle_antipodal,social_force_pysocialforce_v1,social_force_pysocialforce_v1--a27575969af7,pysocialforce_engine_v1,8c81cd1ed5db8d0e933417cec77954aa967d4459,path_ratio,path length / straight-line distance,median,0.9864193735425775,30,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
circle_antipodal,social_force_pysocialforce_v1,social_force_pysocialforce_v1--a27575969af7,pysocialforce_engine_v1,8c81cd1ed5db8d0e933417cec77954aa967d4459,rms_acceleration,m/s^2,median,2.1526069155069907,30,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
circle_antipodal,social_force_pysocialforce_v1,social_force_pysocialforce_v1--a27575969af7,pysocialforce_engine_v1,8c81cd1ed5db8d0e933417cec77954aa967d4459,rms_jerk,m/s^3,median,127.82118983963028,30,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
circle_antipodal,social_force_pysocialforce_v1,social_force_pysocialforce_v1--a27575969af7,pysocialforce_engine_v1,8c81cd1ed5db8d0e933417cec77954aa967d4459,correction_ratio,ratio,median,0,30,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
bidirectional,social_force_pysocialforce_v1,social_force_pysocialforce_v1--a27575969af7,pysocialforce_engine_v1,8c81cd1ed5db8d0e933417cec77954aa967d4459,success_fraction,fraction,mean,0.41305555555555556,30,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
bidirectional,social_force_pysocialforce_v1,social_force_pysocialforce_v1--a27575969af7,pysocialforce_engine_v1,8c81cd1ed5db8d0e933417cec77954aa967d4459,pre_correction_overlap_exposure,pair-s per agent-s,mean,2.052592857142857,30,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
bidirectional,social_force_pysocialforce_v1,social_force_pysocialforce_v1--a27575969af7,pysocialforce_engine_v1,8c81cd1ed5db8d0e933417cec77954aa967d4459,maximum_pre_correction_penetration,m,median,0.5964152480835951,30,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
bidirectional,social_force_pysocialforce_v1,social_force_pysocialforce_v1--a27575969af7,pysocialforce_engine_v1,8c81cd1ed5db8d0e933417cec77954aa967d4459,normalized_travel_time,ratio conditional on success,median,1.0168445355346867,30,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
bidirectional,social_force_pysocialforce_v1,social_force_pysocialforce_v1--a27575969af7,pysocialforce_engine_v1,8c81cd1ed5db8d0e933417cec77954aa967d4459,path_ratio,path length / straight-line distance,median,0.9781354991972904,30,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
bidirectional,social_force_pysocialforce_v1,social_force_pysocialforce_v1--a27575969af7,pysocialforce_engine_v1,8c81cd1ed5db8d0e933417cec77954aa967d4459,rms_acceleration,m/s^2,median,0.8635095626561462,30,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
bidirectional,social_force_pysocialforce_v1,social_force_pysocialforce_v1--a27575969af7,pysocialforce_engine_v1,8c81cd1ed5db8d0e933417cec77954aa967d4459,rms_jerk,m/s^3,median,48.06692689473812,30,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
bidirectional,social_force_pysocialforce_v1,social_force_pysocialforce_v1--a27575969af7,pysocialforce_engine_v1,8c81cd1ed5db8d0e933417cec77954aa967d4459,correction_ratio,ratio,median,0,30,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
bottleneck,social_force_pysocialforce_v1,social_force_pysocialforce_v1--a27575969af7,pysocialforce_engine_v1,8c81cd1ed5db8d0e933417cec77954aa967d4459,success_fraction,fraction,mean,0.07053571428571431,30,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
bottleneck,social_force_pysocialforce_v1,social_force_pysocialforce_v1--a27575969af7,pysocialforce_engine_v1,8c81cd1ed5db8d0e933417cec77954aa967d4459,pre_correction_overlap_exposure,pair-s per agent-s,mean,4.082598276289683,30,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
bottleneck,social_force_pysocialforce_v1,social_force_pysocialforce_v1--a27575969af7,pysocialforce_engine_v1,8c81cd1ed5db8d0e933417cec77954aa967d4459,maximum_pre_correction_penetration,m,median,0.5965633985416566,30,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
bottleneck,social_force_pysocialforce_v1,social_force_pysocialforce_v1--a27575969af7,pysocialforce_engine_v1,8c81cd1ed5db8d0e933417cec77954aa967d4459,normalized_travel_time,ratio conditional on success,median,1.3164622275626878,30,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
bottleneck,social_force_pysocialforce_v1,social_force_pysocialforce_v1--a27575969af7,pysocialforce_engine_v1,8c81cd1ed5db8d0e933417cec77954aa967d4459,path_ratio,path length / straight-line distance,median,0.939686058553437,30,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
bottleneck,social_force_pysocialforce_v1,social_force_pysocialforce_v1--a27575969af7,pysocialforce_engine_v1,8c81cd1ed5db8d0e933417cec77954aa967d4459,rms_acceleration,m/s^2,median,0.7586750916029468,30,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
bottleneck,social_force_pysocialforce_v1,social_force_pysocialforce_v1--a27575969af7,pysocialforce_engine_v1,8c81cd1ed5db8d0e933417cec77954aa967d4459,rms_jerk,m/s^3,median,36.43794854660156,30,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
bottleneck,social_force_pysocialforce_v1,social_force_pysocialforce_v1--a27575969af7,pysocialforce_engine_v1,8c81cd1ed5db8d0e933417cec77954aa967d4459,correction_ratio,ratio,median,0,30,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
bottleneck,social_force_pysocialforce_v1,social_force_pysocialforce_v1--a27575969af7,pysocialforce_engine_v1,8c81cd1ed5db8d0e933417cec77954aa967d4459,throughput,agents/s,mean,0.39499999999999996,30,a53a6aadce6ba4e0b54397975b02dd6e9affed77b50a379e1747c2d0fcb81890
